321,,,,50648,7509559.379,4689740.621,658.513,,,50630,7509374.262,4689777.148,676.2822,,,0,-0.0085,0.0066,0
322,,,,50649,7509513.806,4689761.927,661.1717,,,50631,7509383.44,4689781.742,676.6056,,,0,0.0031,0.0121,0
323,,,,50650,7509491.741,4689747.862,662.2159,,,50632,7509400.864,4689795.804,677.2858,,,0,0.009199999,0.0091,0
324,,,,50651,7509452.159,4689739.093,662.714,,,50633,7509413.029,4689802.537,676.859,,,0,-0.0263,0.006399999,0
325,,,,50652,7509437.35,4689730.57,662.555,,,50634,7509426.507,4689815.535,676.6369,,,0,0.0163,-0.013,0
326,,,,50653,7509426.76,4689724.037,662.4403,,,50635,7509433.834,4689825.815,676.2699,,,0,-0.0111,-0.0134,0
327,,,,50654,7509416.2,4689720.57,661.6605,,,50636,7509442.479,4689842.843,676.9616,,,0,-0.0059,0.0082,0
328,,,,50655,7509384.947,4689709.11,660.0906,,,50637,7509445.986,4689854.989,677.4281,,,0,-0.0133,-0.0088,0
329,,,,50732,7509495.546,4689715.813,653.9457,,,50638,7509447.044,4689886.43,678.1632,,,0,-0.0104,0.0092,0
330,,,,50734,7509495.219,4689717.962,654.0086,,,50639,7509467.594,4689872.877,677.0858,,,0,-0.0108,0.0316,0
331,,,,141,7509534.461,4689772.302,663.6965,,,50640,7509467.793,4689869.148,676.8495,,,0,-0.0099,-0.009299999,0
332,,,,142,7509599.796,4689788.802,666.7269,,,50641,7509467.575,4689853.481,675.2964,,,0,0.0078,-0.0105,0
333,,,,143,7509618.693,4689795.721,667.2066,,,50642,7509467.971,4689838.03,673.3809,,,0,0.0108,-0.0301,0
334,,,,144,7509499.61,4689715.344,653.987,,,50643,7509570.909,4689818.643,669.6779,,,0,-0.009199999,-0.0151,0
335,,,,145,7509482.003,4689792.483,667.6225,,,50644,7509639.852,4689805.787,667.1843,,,0,-0.0034,-0.000899999,0
336,,,,146,7509485.25,4689794.871,667.3661,,,50645,7509606.521,4689777.933,665.5312,,,0,0.0178,0.0054,0
337,,,,147,7509501.286,4689698.084,651.967,,,50646,7509594.077,4689771.115,664.1126,,,0,0.011899999,-0.0055,0
338,,,,148,7509473.732,4689803.584,668.9464,,,50647,7509570.213,4689748.642,660.239,,,0,0.005799999,0.0085,0
339,,,,149,7509477.243,4689805.533,668.3723,,,50648,7509559.386,4689740.628,658.513,,,0,-0.006700001,-0.0073,0
739,,,,150,7509468.553,4689817.3,670.4003,,,50649,7509513.806,4689761.927,661.1717,,,0,0.000299999,0.0004,0
341,,,,151,7509470.47,4689817.929,670.208,,,50650,7509491.746,4689747.857,662.2159,,,0,-0.0045,0.004699999,0
342,,,,152,7509466.61,4689816.757,670.8563,,,,,,,,,50651,7509452.159,4689739.093,662.714
343,,,,153,7509439.479,4689769.458,669.1778,,,50652,7509437.358,4689730.563,662.555,,,0,-0.0082,0.006800001,0
344,,,,154,7509408.588,4689754.15,668.7215,,,50653,7509426.769,4689724.019,662.4403,,,0,-0.0091,0.017899999,0
345,,,,155,7509390.425,4689747.685,668.5063,,,50654,7509416.195,4689720.572,661.6605,,,0,0.0047,-0.0021,0
346,,,,156,7509352.347,4689737.59,667.51,,,50655,7509384.932,4689709.109,660.0906,,,0,0.0149,0.001200001,0
347,,,,157,7509510.423,4689759.738,661.1986,,,50732,7509495.557,4689715.836,653.9457,,,0,-0.0107,-0.0226,0
349,,,,158,7509515.272,4689758.113,651.9897,,,50734,7509495.241,4689717.991,654.0086,,,0,-0.0217,-0.029,0
,,,,,,,,,,50634,7509426.513,4689815.527,676.6219,,,-50634,-7509426.513,-4689815.527,-676.6219
,,,,,,,,,,50635,7509433.841,4689825.807,676.2879,,,-50635,-7509433.841,-4689825.807,-676.2879
,,,,,,,,,,50636,7509442.472,4689842.837,676.9306,,,-50636,-7509442.472,-4689842.837,-676.9306
,,,,,,,,,,50637,7509445.978,4689854.981,677.4125,,,-50637,-7509445.978,-4689854.981,-677.4125
,,,,,,,,,,50638,7509447.039,4689886.423,678.1422,,,-50638,-7509447.039,-4689886.423,-678.1422
,,,,,,,,,,53449,7511091.468,4691036.393,616.4817,,,-53449,-7511091.468,-4691036.393,-616.4817
,,,,,,,,,,53450,7511126.438,4691121.522,616.1883,,,-53450,-7511126.438,-4691121.522,-616.1883
,,,,,,,,,,53451,7511147.999,4691172.293,616.1823,,,-53451,-7511147.999,-4691172.293,-616.1823
,,,,,,,,,,Fe01M,7510693.832,4691608.065,659.768,,,#VALUE!,-7510693.832,-4691608.065,-659.768
,,,,,,,,,,PK1,7510032.28,4690111.176,651.8416,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,50634,7509426.507,4689815.535,676.6369,,,,,,
,,,,,,,,,,50634,7509426.513,4689815.527,676.6219,,,,,,
,,,,,,,,,,50635,7509433.834,4689825.815,676.2699,,,,,,
,,,,,,,,,,50635,7509433.841,4689825.807,676.2879,,,,,,
,,,,,,,,,,50636,7509442.479,4689842.843,676.9616,,,,,,
,,,,,,,,,,50636,7509442.472,4689842.837,676.9306,,,,,,
,,,,,,,,,,50637,7509445.986,4689854.989,677.4281,,,,,,
,,,,,,,,,,50637,7509445.978,4689854.981,677.4125,,,,,,
,,,,,,,,,,50638,7509447.044,4689886.43,678.1632,,,,,,
,,,,,,,,,,50638,7509447.039,4689886.423,678.1422,,,,,,
